Column1,Column2,Column3,Column4,Column5,Column6,Column7
2025-02-02 23:03:55,ONDOUSDTPerp,2025-02-02 23:03:55ONDOUSDTPerpClose long1.258600083.7 ONDO+2.60738902 USDT,Close long,1.2586000,83.7 ONDO,+2.60738902 USDT
2025-02-02 23:03:55,ONDOUSDTPerp,2025-02-02 23:03:55ONDOUSDTPerpClose long1.2586000451.3 ONDO+14.05871765 USDT,Close long,1.2586000,451.3 ONDO,+14.05871765 USDT
2025-02-02 23:03:54,ONDOUSDTPerp,2025-02-02 23:03:54ONDOUSDTPerpClose long1.25860005.8 ONDO+0.18067928 USDT,Close long,1.2586000,5.8 ONDO,+0.18067928 USDT
2025-02-02 23:03:54,ONDOUSDTPerp,2025-02-02 23:03:54ONDOUSDTPerpClose long1.258600025.2 ONDO+0.78502035 USDT,Close long,1.2586000,25.2 ONDO,+0.78502035 USDT
2025-02-02 22:17:31,1000PEPEUSDTPerp,"2025-02-02 22:17:311000PEPEUSDTPerpOpen long0.010572135,024 1000PEPE0.00000000 USDT",Open long,0.0105721,"35,024 1000PEPE",0.00000000 USDT
2025-02-02 22:01:27,HBARUSDTPerp,"2025-02-02 22:01:27HBARUSDTPerpOpen long0.244301,321 HBAR0.00000000 USDT",Open long,0.24430,"1,321 HBAR",0.00000000 USDT
2025-02-02 22:01:23,FETUSDTPerp,2025-02-02 22:01:23FETUSDTPerpOpen long0.8137000494 FET0.00000000 USDT,Open long,0.8137000,494 FET,0.00000000 USDT
2025-02-02 22:00:48,ONDOUSDTPerp,2025-02-02 22:00:48ONDOUSDTPerpOpen long1.1856000235.9 ONDO0.00000000 USDT,Open long,1.1856000,235.9 ONDO,0.00000000 USDT
2025-02-02 21:47:01,SUIUSDTPerp,2025-02-02 21:47:01SUIUSDTPerpOpen long3.267100114.7 SUI0.00000000 USDT,Open long,3.267100,114.7 SUI,0.00000000 USDT
2025-02-02 21:47:01,HBARUSDTPerp,"2025-02-02 21:47:01HBARUSDTPerpOpen long0.247311,160 HBAR0.00000000 USDT",Open long,0.24731,"1,160 HBAR",0.00000000 USDT
2025-02-02 21:44:20,FETUSDTPerp,2025-02-02 21:44:20FETUSDTPerpOpen long0.8316000391 FET0.00000000 USDT,Open long,0.8316000,391 FET,0.00000000 USDT
2025-02-02 21:44:20,FETUSDTPerp,2025-02-02 21:44:20FETUSDTPerpOpen long0.831600020 FET0.00000000 USDT,Open long,0.8316000,20 FET,0.00000000 USDT
2025-02-02 21:44:19,FETUSDTPerp,2025-02-02 21:44:19FETUSDTPerpOpen long0.831600019 FET0.00000000 USDT,Open long,0.8316000,19 FET,0.00000000 USDT
2025-02-02 21:38:41,1000PEPEUSDTPerp,"2025-02-02 21:38:411000PEPEUSDTPerpOpen long0.010800430,475 1000PEPE0.00000000 USDT",Open long,0.0108004,"30,475 1000PEPE",0.00000000 USDT
2025-02-02 21:18:23,1000PEPEUSDTPerp,"2025-02-02 21:18:231000PEPEUSDTPerpOpen long0.010884526,879 1000PEPE0.00000000 USDT",Open long,0.0108845,"26,879 1000PEPE",0.00000000 USDT
2025-02-02 20:57:46,ICPUSDTPerp,2025-02-02 20:57:46ICPUSDTPerpOpen long7.65700032 ICP0.00000000 USDT,Open long,7.657000,32 ICP,0.00000000 USDT
2025-02-02 20:55:53,FETUSDTPerp,2025-02-02 20:55:53FETUSDTPerpOpen long0.8522000376 FET0.00000000 USDT,Open long,0.8522000,376 FET,0.00000000 USDT
2025-02-02 20:55:51,FETUSDTPerp,2025-02-02 20:55:51FETUSDTPerpOpen long0.8629000327 FET0.00000000 USDT,Open long,0.8629000,327 FET,0.00000000 USDT
2025-02-02 20:55:51,FETUSDTPerp,2025-02-02 20:55:51FETUSDTPerpOpen long0.8674000132 FET0.00000000 USDT,Open long,0.8674000,132 FET,0.00000000 USDT
2025-02-02 20:55:51,FETUSDTPerp,2025-02-02 20:55:51FETUSDTPerpOpen long0.8674000157 FET0.00000000 USDT,Open long,0.8674000,157 FET,0.00000000 USDT
2025-02-02 20:55:50,FETUSDTPerp,2025-02-02 20:55:50FETUSDTPerpClose long0.8833000241 FET+6.57022337 USDT,Close long,0.8833000,241 FET,+6.57022337 USDT
2025-02-02 20:55:50,FETUSDTPerp,"2025-02-02 20:55:50FETUSDTPerpClose long0.88330001,376 FET+37.51297662 USDT",Close long,0.8833000,"1,376 FET",+37.51297662 USDT
2025-02-02 20:54:28,XRPUSDTPerp,2025-02-02 20:54:28XRPUSDTPerpOpen long2.5355149.6 XRP0.00000000 USDT,Open long,2.5355,149.6 XRP,0.00000000 USDT
2025-02-02 20:54:28,SUIUSDTPerp,2025-02-02 20:54:28SUIUSDTPerpOpen long3.330100100.1 SUI0.00000000 USDT,Open long,3.330100,100.1 SUI,0.00000000 USDT
2025-02-02 20:54:23,ONDOUSDTPerp,2025-02-02 20:54:23ONDOUSDTPerpOpen long1.2235000203.6 ONDO0.00000000 USDT,Open long,1.2235000,203.6 ONDO,0.00000000 USDT
2025-02-02 20:53:41,FETUSDTPerp,2025-02-02 20:53:41FETUSDTPerpOpen long0.8360000489 FET0.00000000 USDT,Open long,0.8360000,489 FET,0.00000000 USDT
2025-02-02 20:53:33,XRPUSDTPerp,2025-02-02 20:53:33XRPUSDTPerpOpen long2.5845130.5 XRP0.00000000 USDT,Open long,2.5845,130.5 XRP,0.00000000 USDT
2025-02-02 20:52:15,XRPUSDTPerp,2025-02-02 20:52:15XRPUSDTPerpOpen long2.6075114.9 XRP0.00000000 USDT,Open long,2.6075,114.9 XRP,0.00000000 USDT
2025-02-02 20:49:03,ONDOUSDTPerp,2025-02-02 20:49:03ONDOUSDTPerpOpen long1.2313000181.0 ONDO0.00000000 USDT,Open long,1.2313000,181.0 ONDO,0.00000000 USDT
2025-02-02 20:35:52,ICPUSDTPerp,2025-02-02 20:35:52ICPUSDTPerpOpen long7.82100028 ICP0.00000000 USDT,Open long,7.821000,28 ICP,0.00000000 USDT
2025-02-02 20:35:31,HBARUSDTPerp,"2025-02-02 20:35:31HBARUSDTPerpOpen long0.255491,000 HBAR0.00000000 USDT",Open long,0.25549,"1,000 HBAR",0.00000000 USDT
2025-02-02 20:35:29,FETUSDTPerp,2025-02-02 20:35:29FETUSDTPerpOpen long0.8567000427 FET0.00000000 USDT,Open long,0.8567000,427 FET,0.00000000 USDT
2025-02-02 20:24:44,1000PEPEUSDTPerp,"2025-02-02 20:24:441000PEPEUSDTPerpOpen long0.01113678,762 1000PEPE0.00000000 USDT",Open long,0.0111367,"8,762 1000PEPE",0.00000000 USDT
2025-02-02 20:24:44,1000PEPEUSDTPerp,"2025-02-02 20:24:441000PEPEUSDTPerpOpen long0.011136714,635 1000PEPE0.00000000 USDT",Open long,0.0111367,"14,635 1000PEPE",0.00000000 USDT
2025-02-02 20:23:41,HBARUSDTPerp,2025-02-02 20:23:41HBARUSDTPerpOpen long0.25741888 HBAR0.00000000 USDT,Open long,0.25741,888 HBAR,0.00000000 USDT
2025-02-02 20:20:58,SUIUSDTPerp,2025-02-02 20:20:58SUIUSDTPerpOpen long3.38200087.6 SUI0.00000000 USDT,Open long,3.382000,87.6 SUI,0.00000000 USDT
2025-02-02 20:20:14,XRPUSDTPerp,2025-02-02 20:20:14XRPUSDTPerpOpen long2.679699.6 XRP0.00000000 USDT,Open long,2.6796,99.6 XRP,0.00000000 USDT
2025-02-02 19:57:13,ICPUSDTPerp,2025-02-02 19:57:13ICPUSDTPerpOpen long7.92800024 ICP0.00000000 USDT,Open long,7.928000,24 ICP,0.00000000 USDT
2025-02-02 19:56:18,ONDOUSDTPerp,2025-02-02 19:56:18ONDOUSDTPerpOpen long1.2575000156.4 ONDO0.00000000 USDT,Open long,1.2575000,156.4 ONDO,0.00000000 USDT
2025-02-02 19:55:51,ICPUSDTPerp,2025-02-02 19:55:51ICPUSDTPerpOpen long7.97600021 ICP0.00000000 USDT,Open long,7.976000,21 ICP,0.00000000 USDT
2025-02-02 19:50:39,HBARUSDTPerp,2025-02-02 19:50:39HBARUSDTPerpOpen long0.26314766 HBAR0.00000000 USDT,Open long,0.26314,766 HBAR,0.00000000 USDT
2025-02-02 19:50:25,ONDOUSDTPerp,2025-02-02 19:50:25ONDOUSDTPerpOpen long1.265700095.1 ONDO0.00000000 USDT,Open long,1.2657000,95.1 ONDO,0.00000000 USDT
2025-02-02 19:50:25,ONDOUSDTPerp,2025-02-02 19:50:25ONDOUSDTPerpOpen long1.265700042.9 ONDO0.00000000 USDT,Open long,1.2657000,42.9 ONDO,0.00000000 USDT
2025-02-02 19:49:08,FETUSDTPerp,2025-02-02 19:49:08FETUSDTPerpOpen long0.8675000372 FET0.00000000 USDT,Open long,0.8675000,372 FET,0.00000000 USDT
2025-02-02 19:48:56,SUIUSDTPerp,2025-02-02 19:48:56SUIUSDTPerpOpen long3.45990076.2 SUI0.00000000 USDT,Open long,3.459900,76.2 SUI,0.00000000 USDT
2025-02-02 19:48:36,HBARUSDTPerp,2025-02-02 19:48:36HBARUSDTPerpOpen long0.26450122 HBAR0.00000000 USDT,Open long,0.26450,122 HBAR,0.00000000 USDT
2025-02-02 19:48:35,HBARUSDTPerp,2025-02-02 19:48:35HBARUSDTPerpOpen long0.26450556 HBAR0.00000000 USDT,Open long,0.26450,556 HBAR,0.00000000 USDT
2025-02-02 19:48:34,FETUSDTPerp,2025-02-02 19:48:34FETUSDTPerpOpen long0.872000047 FET0.00000000 USDT,Open long,0.8720000,47 FET,0.00000000 USDT
2025-02-02 19:48:34,FETUSDTPerp,2025-02-02 19:48:34FETUSDTPerpOpen long0.8720000150 FET0.00000000 USDT,Open long,0.8720000,150 FET,0.00000000 USDT
2025-02-02 19:48:34,FETUSDTPerp,2025-02-02 19:48:34FETUSDTPerpOpen long0.872000012 FET0.00000000 USDT,Open long,0.8720000,12 FET,0.00000000 USDT
2025-02-02 19:48:34,FETUSDTPerp,2025-02-02 19:48:34FETUSDTPerpOpen long0.8720000120 FET0.00000000 USDT,Open long,0.8720000,120 FET,0.00000000 USDT
2025-02-02 19:35:06,1000PEPEUSDTPerp,"2025-02-02 19:35:061000PEPEUSDTPerpOpen long0.011401020,449 1000PEPE0.00000000 USDT",Open long,0.0114010,"20,449 1000PEPE",0.00000000 USDT
2025-02-02 19:31:33,1000PEPEUSDTPerp,"2025-02-02 19:31:331000PEPEUSDTPerpOpen long0.011569217,781 1000PEPE0.00000000 USDT",Open long,0.0115692,"17,781 1000PEPE",0.00000000 USDT
2025-02-02 19:28:44,1000PEPEUSDTPerp,"2025-02-02 19:28:441000PEPEUSDTPerpOpen long0.011637415,707 1000PEPE0.00000000 USDT",Open long,0.0116374,"15,707 1000PEPE",0.00000000 USDT
2025-02-02 19:28:10,SUIUSDTPerp,2025-02-02 19:28:10SUIUSDTPerpOpen long3.51920067.0 SUI0.00000000 USDT,Open long,3.519200,67.0 SUI,0.00000000 USDT
2025-02-02 17:17:22,ONDOUSDTPerp,2025-02-02 17:17:22ONDOUSDTPerpClose long1.3249000142.6 ONDO+5.25171000 USDT,Close long,1.3249000,142.6 ONDO,+5.25171000 USDT
2025-02-02 17:16:45,HBARUSDTPerp,"2025-02-02 17:16:45HBARUSDTPerpClose long0.276821,432 HBAR+11.01431999 USDT",Close long,0.27682,"1,432 HBAR",+11.01431999 USDT
2025-02-02 16:45:44,1000PEPEUSDTPerp,"2025-02-02 16:45:441000PEPEUSDTPerpClose long0.012110416,061 1000PEPE+5.79159660 USDT",Close long,0.0121104,"16,061 1000PEPE",+5.79159660 USDT
2025-02-02 16:09:06,HBARUSDTPerp,2025-02-02 16:09:06HBARUSDTPerpOpen long0.26857760 HBAR0.00000000 USDT,Open long,0.26857,760 HBAR,0.00000000 USDT
2025-02-02 15:59:17,XRPUSDTPerp,2025-02-02 15:59:17XRPUSDTPerpOpen long2.734387.3 XRP0.00000000 USDT,Open long,2.7343,87.3 XRP,0.00000000 USDT
2025-02-02 15:55:37,HBARUSDTPerp,2025-02-02 15:55:37HBARUSDTPerpOpen long0.26976672 HBAR0.00000000 USDT,Open long,0.26976,672 HBAR,0.00000000 USDT
2025-02-02 19:35:06,1000PEPEUSDTPerp,"2025-02-02 19:35:061000PEPEUSDTPerpOpen long0.011401020,449 1000PEPE0.00000000 USDT",Open long,0.0114010,"20,449 1000PEPE",0.00000000 USDT
2025-02-02 19:31:33,1000PEPEUSDTPerp,"2025-02-02 19:31:331000PEPEUSDTPerpOpen long0.011569217,781 1000PEPE0.00000000 USDT",Open long,0.0115692,"17,781 1000PEPE",0.00000000 USDT
2025-02-02 19:28:44,1000PEPEUSDTPerp,"2025-02-02 19:28:441000PEPEUSDTPerpOpen long0.011637415,707 1000PEPE0.00000000 USDT",Open long,0.0116374,"15,707 1000PEPE",0.00000000 USDT
2025-02-02 19:28:10,SUIUSDTPerp,2025-02-02 19:28:10SUIUSDTPerpOpen long3.51920067.0 SUI0.00000000 USDT,Open long,3.519200,67.0 SUI,0.00000000 USDT
2025-02-02 17:17:22,ONDOUSDTPerp,2025-02-02 17:17:22ONDOUSDTPerpClose long1.3249000142.6 ONDO+5.25171000 USDT,Close long,1.3249000,142.6 ONDO,+5.25171000 USDT
2025-02-02 17:16:45,HBARUSDTPerp,"2025-02-02 17:16:45HBARUSDTPerpClose long0.276821,432 HBAR+11.01431999 USDT",Close long,0.27682,"1,432 HBAR",+11.01431999 USDT
2025-02-02 16:45:44,1000PEPEUSDTPerp,"2025-02-02 16:45:441000PEPEUSDTPerpClose long0.012110416,061 1000PEPE+5.79159660 USDT",Close long,0.0121104,"16,061 1000PEPE",+5.79159660 USDT
2025-02-02 16:09:06,HBARUSDTPerp,2025-02-02 16:09:06HBARUSDTPerpOpen long0.26857760 HBAR0.00000000 USDT,Open long,0.26857,760 HBAR,0.00000000 USDT
2025-02-02 15:59:17,XRPUSDTPerp,2025-02-02 15:59:17XRPUSDTPerpOpen long2.734387.3 XRP0.00000000 USDT,Open long,2.7343,87.3 XRP,0.00000000 USDT
2025-02-02 15:55:37,HBARUSDTPerp,2025-02-02 15:55:37HBARUSDTPerpOpen long0.26976672 HBAR0.00000000 USDT,Open long,0.26976,672 HBAR,0.00000000 USDT
2025-02-02 09:27:23,SUIUSDTPerp,2025-02-02 09:27:23SUIUSDTPerpClose long3.75210049.0 SUI+4.08170000 USDT,Close long,3.752100,49.0 SUI,+4.08170000 USDT
2025-02-02 08:53:09,1000PEPEUSDTPerp,"2025-02-02 08:53:091000PEPEUSDTPerpClose long0.012281115,396 1000PEPE+5.45788200 USDT",Close long,0.0122811,"15,396 1000PEPE",+5.45788200 USDT
2025-02-02 08:38:18,FETUSDTPerp,"2025-02-02 08:38:18FETUSDTPerpClose long0.93260001,028 FET-5.00990000 USDT",Close long,0.9326000,"1,028 FET",-5.00990000 USDT
2025-02-02 06:57:25,HBARUSDTPerp,2025-02-02 06:57:25HBARUSDTPerpOpen long0.27792728 HBAR0.00000000 USDT,Open long,0.27792,728 HBAR,0.00000000 USDT
2025-02-02 06:27:26,ICPUSDTPerp,2025-02-02 06:27:26ICPUSDTPerpOpen long8.24700024 ICP0.00000000 USDT,Open long,8.247000,24 ICP,0.00000000 USDT
2025-02-02 06:26:02,SUIUSDTPerp,2025-02-02 06:26:02SUIUSDTPerpOpen long3.66880014.7 SUI0.00000000 USDT,Open long,3.668800,14.7 SUI,0.00000000 USDT
2025-02-02 06:26:02,SUIUSDTPerp,2025-02-02 06:26:02SUIUSDTPerpOpen long3.66880034.3 SUI0.00000000 USDT,Open long,3.668800,34.3 SUI,0.00000000 USDT
2025-02-02 06:26:02,HBARUSDTPerp,2025-02-02 06:26:02HBARUSDTPerpOpen long0.27924644 HBAR0.00000000 USDT,Open long,0.27924,644 HBAR,0.00000000 USDT
2025-02-02 06:13:29,ICPUSDTPerp,2025-02-02 06:13:29ICPUSDTPerpOpen long8.29500021 ICP0.00000000 USDT,Open long,8.295000,21 ICP,0.00000000 USDT
2025-02-02 06:13:26,ONDOUSDTPerp,2025-02-02 06:13:26ONDOUSDTPerpOpen long1.3070000159.3 ONDO0.00000000 USDT,Open long,1.3070000,159.3 ONDO,0.00000000 USDT
2025-02-02 09:27:23,SUIUSDTPerp,2025-02-02 09:27:23SUIUSDTPerpClose long3.75210049.0 SUI+4.08170000 USDT,Close long,3.752100,49.0 SUI,+4.08170000 USDT
2025-02-02 08:53:09,1000PEPEUSDTPerp,"2025-02-02 08:53:091000PEPEUSDTPerpClose long0.012281115,396 1000PEPE+5.45788200 USDT",Close long,0.0122811,"15,396 1000PEPE",+5.45788200 USDT
2025-02-02 08:38:18,FETUSDTPerp,"2025-02-02 08:38:18FETUSDTPerpClose long0.93260001,028 FET-5.00990000 USDT",Close long,0.9326000,"1,028 FET",-5.00990000 USDT
2025-02-02 06:57:25,HBARUSDTPerp,2025-02-02 06:57:25HBARUSDTPerpOpen long0.27792728 HBAR0.00000000 USDT,Open long,0.27792,728 HBAR,0.00000000 USDT
2025-02-02 06:27:26,ICPUSDTPerp,2025-02-02 06:27:26ICPUSDTPerpOpen long8.24700024 ICP0.00000000 USDT,Open long,8.247000,24 ICP,0.00000000 USDT
2025-02-02 06:26:02,SUIUSDTPerp,2025-02-02 06:26:02SUIUSDTPerpOpen long3.66880014.7 SUI0.00000000 USDT,Open long,3.668800,14.7 SUI,0.00000000 USDT
2025-02-02 06:26:02,SUIUSDTPerp,2025-02-02 06:26:02SUIUSDTPerpOpen long3.66880034.3 SUI0.00000000 USDT,Open long,3.668800,34.3 SUI,0.00000000 USDT
2025-02-02 06:26:02,HBARUSDTPerp,2025-02-02 06:26:02HBARUSDTPerpOpen long0.27924644 HBAR0.00000000 USDT,Open long,0.27924,644 HBAR,0.00000000 USDT
2025-02-02 06:13:29,ICPUSDTPerp,2025-02-02 06:13:29ICPUSDTPerpOpen long8.29500021 ICP0.00000000 USDT,Open long,8.295000,21 ICP,0.00000000 USDT
2025-02-02 06:13:26,ONDOUSDTPerp,2025-02-02 06:13:26ONDOUSDTPerpOpen long1.3070000159.3 ONDO0.00000000 USDT,Open long,1.3070000,159.3 ONDO,0.00000000 USDT
2025-02-02 03:28:59,HBARUSDTPerp,2025-02-02 03:28:59HBARUSDTPerpClose long0.29012563 HBAR+4.62223000 USDT,Close long,0.29012,563 HBAR,+4.62223000 USDT
2025-02-02 03:28:59,HBARUSDTPerp,2025-02-02 03:28:59HBARUSDTPerpClose long0.2901249 HBAR+0.40229000 USDT,Close long,0.29012,49 HBAR,+0.40229000 USDT
2025-02-02 03:17:51,ICPUSDTPerp,2025-02-02 03:17:51ICPUSDTPerpClose long8.63000059 ICP+5.23699999 USDT,Close long,8.630000,59 ICP,+5.23699999 USDT
2025-02-02 03:03:01,FETUSDTPerp,2025-02-02 03:03:01FETUSDTPerpOpen long0.928800050 FET0.00000000 USDT,Open long,0.9288000,50 FET,0.00000000 USDT
2025-02-02 03:03:01,FETUSDTPerp,2025-02-02 03:03:01FETUSDTPerpOpen long0.928800043 FET0.00000000 USDT,Open long,0.9288000,43 FET,0.00000000 USDT
2025-02-02 03:03:01,FETUSDTPerp,2025-02-02 03:03:01FETUSDTPerpOpen long0.928800020 FET0.00000000 USDT,Open long,0.9288000,20 FET,0.00000000 USDT
2025-02-02 03:03:01,FETUSDTPerp,2025-02-02 03:03:01FETUSDTPerpOpen long0.9288000276 FET0.00000000 USDT,Open long,0.9288000,276 FET,0.00000000 USDT
2025-02-02 02:26:00,HBARUSDTPerp,2025-02-02 02:26:00HBARUSDTPerpOpen long0.2819166 HBAR0.00000000 USDT,Open long,0.28191,66 HBAR,0.00000000 USDT
2025-02-02 02:26:00,HBARUSDTPerp,2025-02-02 02:26:00HBARUSDTPerpOpen long0.28191317 HBAR0.00000000 USDT,Open long,0.28191,317 HBAR,0.00000000 USDT
2025-02-02 02:26:00,HBARUSDTPerp,2025-02-02 02:26:00HBARUSDTPerpOpen long0.28191229 HBAR0.00000000 USDT,Open long,0.28191,229 HBAR,0.00000000 USDT
2025-02-02 02:20:39,XRPUSDTPerp,2025-02-02 02:20:39XRPUSDTPerpOpen long2.833661.4 XRP0.00000000 USDT,Open long,2.8336,61.4 XRP,0.00000000 USDT
2025-02-02 02:14:22,FETUSDTPerp,2025-02-02 02:14:22FETUSDTPerpOpen long0.940500015 FET0.00000000 USDT,Open long,0.9405000,15 FET,0.00000000 USDT
2025-02-02 02:14:22,FETUSDTPerp,2025-02-02 02:14:22FETUSDTPerpOpen long0.9405000324 FET0.00000000 USDT,Open long,0.9405000,324 FET,0.00000000 USDT
2025-02-02 02:12:34,ONDOUSDTPerp,2025-02-02 02:12:34ONDOUSDTPerpOpen long1.3328000197.4 ONDO0.00000000 USDT,Open long,1.3328000,197.4 ONDO,0.00000000 USDT
2025-02-02 02:08:43,FETUSDTPerp,2025-02-02 02:08:43FETUSDTPerpOpen long0.945300012 FET0.00000000 USDT,Open long,0.9453000,12 FET,0.00000000 USDT
2025-02-02 02:08:43,FETUSDTPerp,2025-02-02 02:08:43FETUSDTPerpOpen long0.945300011 FET0.00000000 USDT,Open long,0.9453000,11 FET,0.00000000 USDT
2025-02-02 02:08:43,FETUSDTPerp,2025-02-02 02:08:43FETUSDTPerpOpen long0.9453000277 FET0.00000000 USDT,Open long,0.9453000,277 FET,0.00000000 USDT
2025-02-02 02:04:43,ONDOUSDTPerp,2025-02-02 02:04:43ONDOUSDTPerpOpen long1.3413000175.5 ONDO0.00000000 USDT,Open long,1.3413000,175.5 ONDO,0.00000000 USDT
2025-02-02 01:28:57,ICPUSDTPerp,2025-02-02 01:28:57ICPUSDTPerpOpen long8.47100027 ICP0.00000000 USDT,Open long,8.471000,27 ICP,0.00000000 USDT
2025-02-01 23:34:24,1000PEPEUSDTPerp,"2025-02-01 23:34:241000PEPEUSDTPerpOpen long0.012278521,807 1000PEPE0.00000000 USDT",Open long,0.0122785,"21,807 1000PEPE",0.00000000 USDT
2025-02-02 02:20:39,XRPUSDTPerp,2025-02-02 02:20:39XRPUSDTPerpOpen long2.833661.4 XRP0.00000000 USDT,Open long,2.8336,61.4 XRP,0.00000000 USDT
2025-02-02 02:14:22,FETUSDTPerp,2025-02-02 02:14:22FETUSDTPerpOpen long0.940500015 FET0.00000000 USDT,Open long,0.9405000,15 FET,0.00000000 USDT
2025-02-02 02:14:22,FETUSDTPerp,2025-02-02 02:14:22FETUSDTPerpOpen long0.9405000324 FET0.00000000 USDT,Open long,0.9405000,324 FET,0.00000000 USDT
2025-02-02 02:12:34,ONDOUSDTPerp,2025-02-02 02:12:34ONDOUSDTPerpOpen long1.3328000197.4 ONDO0.00000000 USDT,Open long,1.3328000,197.4 ONDO,0.00000000 USDT
2025-02-02 02:08:43,FETUSDTPerp,2025-02-02 02:08:43FETUSDTPerpOpen long0.945300012 FET0.00000000 USDT,Open long,0.9453000,12 FET,0.00000000 USDT
2025-02-02 02:08:43,FETUSDTPerp,2025-02-02 02:08:43FETUSDTPerpOpen long0.945300011 FET0.00000000 USDT,Open long,0.9453000,11 FET,0.00000000 USDT
2025-02-02 02:08:43,FETUSDTPerp,2025-02-02 02:08:43FETUSDTPerpOpen long0.9453000277 FET0.00000000 USDT,Open long,0.9453000,277 FET,0.00000000 USDT
2025-02-02 02:04:43,ONDOUSDTPerp,2025-02-02 02:04:43ONDOUSDTPerpOpen long1.3413000175.5 ONDO0.00000000 USDT,Open long,1.3413000,175.5 ONDO,0.00000000 USDT
2025-02-02 01:28:57,ICPUSDTPerp,2025-02-02 01:28:57ICPUSDTPerpOpen long8.47100027 ICP0.00000000 USDT,Open long,8.471000,27 ICP,0.00000000 USDT
2025-02-01 23:34:24,1000PEPEUSDTPerp,"2025-02-01 23:34:241000PEPEUSDTPerpOpen long0.012278521,807 1000PEPE0.00000000 USDT",Open long,0.0122785,"21,807 1000PEPE",0.00000000 USDT
2025-02-01 12:30:52,1000PEPEUSDTPerp,"2025-02-01 12:30:521000PEPEUSDTPerpOpen long0.013226618,113 1000PEPE0.00000000 USDT",Open long,0.0132266,"18,113 1000PEPE",0.00000000 USDT
2025-02-01 11:25:15,1000PEPEUSDTPerp,"2025-02-01 11:25:151000PEPEUSDTPerpOpen long0.013421815,750 1000PEPE0.00000000 USDT",Open long,0.0134218,"15,750 1000PEPE",0.00000000 USDT
2025-02-01 09:42:26,1000PEPEUSDTPerp,"2025-02-01 09:42:261000PEPEUSDTPerpOpen long0.013505413,913 1000PEPE0.00000000 USDT",Open long,0.0135054,"13,913 1000PEPE",0.00000000 USDT
2025-02-01 03:38:51,FETUSDTPerp,2025-02-01 03:38:51FETUSDTPerpClose long1.0310000853 FET+2.35849999 USDT,Close long,1.0310000,853 FET,+2.35849999 USDT
2025-02-01 03:36:24,1000PEPEUSDTPerp,"2025-02-01 03:36:241000PEPEUSDTPerpClose long0.013987145,719 1000PEPE+6.49569109 USDT",Close long,0.0139871,"45,719 1000PEPE",+6.49569109 USDT
2025-02-01 03:00:15,HBARUSDTPerp,"2025-02-01 03:00:15HBARUSDTPerpClose long0.306621,285 HBAR+1.51732999 USDT",Close long,0.30662,"1,285 HBAR",+1.51732999 USDT
2025-02-01 01:38:22,ONDOUSDTPerp,2025-02-01 01:38:22ONDOUSDTPerpClose long1.5047000138.3 ONDO+2.20417437 USDT,Close long,1.5047000,138.3 ONDO,+2.20417437 USDT
2025-02-01 01:38:22,ONDOUSDTPerp,2025-02-01 01:38:22ONDOUSDTPerpClose long1.5047000119.2 ONDO+1.89976562 USDT,Close long,1.5047000,119.2 ONDO,+1.89976562 USDT
2025-02-01 01:30:05,SUIUSDTPerp,2025-02-01 01:30:05SUIUSDTPerpClose long4.10410029.8 SUI+2.09272387 USDT,Close long,4.104100,29.8 SUI,+2.09272387 USDT
2025-02-01 01:30:05,SUIUSDTPerp,2025-02-01 01:30:05SUIUSDTPerpClose long4.10410068.9 SUI+4.83854612 USDT,Close long,4.104100,68.9 SUI,+4.83854612 USDT
2025-02-01 00:33:43,FETUSDTPerp,2025-02-01 00:33:43FETUSDTPerpOpen long1.0191000195 FET0.00000000 USDT,Open long,1.0191000,195 FET,0.00000000 USDT
2025-02-01 00:33:43,FETUSDTPerp,2025-02-01 00:33:43FETUSDTPerpOpen long1.0191000172 FET0.00000000 USDT,Open long,1.0191000,172 FET,0.00000000 USDT
2025-02-01 00:33:10,1000PEPEUSDTPerp,"2025-02-01 00:33:101000PEPEUSDTPerpOpen long0.013695417,333 1000PEPE0.00000000 USDT",Open long,0.0136954,"17,333 1000PEPE",0.00000000 USDT
2025-01-31 23:22:17,ONDOUSDTPerp,2025-01-31 23:22:17ONDOUSDTPerpOpen long1.4837000136.8 ONDO0.00000000 USDT,Open long,1.4837000,136.8 ONDO,0.00000000 USDT
2025-01-31 23:22:08,SUIUSDTPerp,2025-01-31 23:22:08SUIUSDTPerpOpen long4.02210052.4 SUI0.00000000 USDT,Open long,4.022100,52.4 SUI,0.00000000 USDT
2025-01-31 23:22:00,FETUSDTPerp,2025-01-31 23:22:00FETUSDTPerpOpen long1.032000022 FET0.00000000 USDT,Open long,1.0320000,22 FET,0.00000000 USDT
2025-01-31 23:22:00,FETUSDTPerp,2025-01-31 23:22:00FETUSDTPerpOpen long1.032000014 FET0.00000000 USDT,Open long,1.0320000,14 FET,0.00000000 USDT
2025-01-31 23:22:00,FETUSDTPerp,2025-01-31 23:22:00FETUSDTPerpOpen long1.0320000168 FET0.00000000 USDT,Open long,1.0320000,168 FET,0.00000000 USDT
2025-01-31 21:37:29,ONDOUSDTPerp,2025-01-31 21:37:29ONDOUSDTPerpOpen long1.4945000120.7 ONDO0.00000000 USDT,Open long,1.4945000,120.7 ONDO,0.00000000 USDT
